drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
cimetidine,-0.06855639815330505,0.015801093795082786,-0.2832261919975281,0.34878790378570557,0.2145753317044922,11,11,0.5454545454545454,Histamine receptor antagonist,HRH2,0.491,0.9996,0.5099,0.9644433212996391
NSC-693868,-0.06617839634418488,-0.04269138226906458,-0.28485679626464844,0.16510450839996338,0.14534135383128305,12,12,0.5833333333333334,CDK inhibitor,CDK5,0.4598,0.9996,0.5402,0.9719572413793103
exemestane,-0.06574052572250366,-0.018708401256137423,-0.24443939328193665,0.16725653409957886,0.14937101569347805,9,9,0.5555555555555556,Aromatase inhibitor,CYP19A1,0.4945,0.9996,0.5063,0.9644433212996391
QL-XI-92,-0.06493431329727173,-0.012157309386465285,-0.32698091864585876,0.3979707360267639,0.23363989926108097,9,9,0.5555555555555556,,,0.4975,0.9996,0.5033,0.9644433212996391
anandamide,-0.064730703830719,-0.02169163181231572,-0.3358854651451111,0.23661911487579346,0.16630388254933728,13,13,0.5384615384615384,Cannabinoid receptor agonist,CNR1,0.5031,0.9996,0.4979,0.9644433212996391
SB-366791,-0.06447412073612213,-0.06447412073612213,-0.2368144989013672,0.10786625742912292,0.17234037816524506,2,2,0.5,TRPV antagonist,TRPV1,0.3715,0.9445910891089109,0.6285,0.9959538834951457
benzamil,-0.06432183086872101,0.004591753706336021,-0.2646273672580719,0.28589802980422974,0.19739117122297314,8,8,0.625,Sodium channel blocker,SCNN1A,0.4349,0.9996,0.5651,0.9889250000000002
etoposide,-0.06378048658370972,-0.039503570307384835,-0.40459251403808594,0.17609655857086182,0.17231297864567305,11,11,0.5454545454545454,Topoisomerase inhibitor,TOP2A,0.5152,0.9996,0.4855,0.9578783783783783
ramipril,-0.06321099400520325,-0.005595349839755467,-0.16129863262176514,0.2769206464290619,0.1423934963966366,7,7,0.7142857142857143,Angiotensin converting enzyme inhibitor,ACE,0.5219,0.9996,0.4788,0.9578783783783783
naproxen,-0.06279051303863525,0.003685703235013144,-0.1864430010318756,0.22200170159339905,0.1416106535266632,7,7,0.5714285714285714,Cyclooxygenase inhibitor,PTGS1,0.5245,0.9996,0.4762,0.9578783783783783
ampicillin,-0.06225749850273132,-0.035528878370920815,-0.26630932092666626,0.22198018431663513,0.2002373168406262,3,3,0.6666666666666666,,,0.5154,0.9996,0.4852,0.9578783783783783
tretinoin,-0.06091994047164917,-0.010775636633237202,-0.2845703363418579,0.252077579498291,0.14762151383971905,15,15,0.6,Retinoid receptor ligand,RARA,0.5344,0.9996,0.4667,0.9578783783783783
rimantadine,-0.06050106883049011,-0.06050106883049011,-0.07099485397338867,-0.05000728368759155,0.01049378514289856,2,2,1.0,,,0.3823,0.954685576923077,0.6177,0.9959538834951457
tibolone,-0.060155898332595825,0.004347994923591614,-0.24312829971313477,0.293332576751709,0.21013435858885787,6,6,0.5,Androgen receptor agonist,ESR1,0.4272,0.9996,0.5728,0.995428
cinanserin,-0.059680791571736336,-0.0337863271124661,-0.2036992311477661,0.21864116191864014,0.12326979170802935,8,8,0.75,,,0.4484,0.9996,0.5516,0.9719572413793103
clobetasol,-0.0595971941947937,-0.060982636430046776,-0.2602686285972595,0.1458154320716858,0.17260487568576283,11,11,0.5454545454545454,Glucocorticoid receptor agonist,NR3C1,0.5297,0.9996,0.4708,0.9578783783783783
yohimbine,-0.05927765369415283,-0.028895732429292467,-0.3004840612411499,0.13716411590576172,0.13861171807535363,9,9,0.5555555555555556,Adrenergic receptor antagonist,ADRA2A,0.5253,0.9996,0.4754,0.9578783783783783
cefdinir,-0.059040993452072144,-0.06862128973007202,-0.3232147693634033,0.15691176056861877,0.18436122497187452,5,5,0.6,,,0.5273,0.9996,0.4734,0.9578783783783783
terbutaline,-0.05888950824737549,-0.05888950824737549,-0.26079341769218445,0.14301440119743347,0.20190390944480896,2,2,0.5,Adrenergic receptor agonist,ADRB2,0.388,0.954685576923077,0.612,0.9959538834951457
siguazodan,-0.05629874765872955,-0.028899285942316055,-0.24271941184997559,0.12389582395553589,0.10954688108691771,8,8,0.625,Phosphodiesterase inhibitor,PDE3A,0.4544,0.9996,0.5456,0.9719572413793103
estrone,-0.05479311943054199,-0.05270748005972968,-0.2397429347038269,0.16758102178573608,0.14361759227799095,9,9,0.6666666666666666,Estrogen receptor agonist,ESR1,0.5412,0.9996,0.4596,0.9578783783783783
nitrendipine,-0.05051219463348389,0.005078149693352836,-0.20981937646865845,0.25231266021728516,0.15981167580332348,7,7,0.5714285714285714,Calcium channel blocker,CACNA1C,0.5613,0.9996,0.4394,0.9416083682008368
