drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
NSC-693868,-0.1354983150959015,-0.07582853486140569,-0.23178008198738098,0.19934606552124023,0.14384741367322698,12,12,0.75,CDK inhibitor,CDK5,0.0666,0.7090125,0.9334,1.0
AZD-7762,-0.13466529548168182,-0.08479626829686918,-0.29429566860198975,0.17783784866333008,0.1472647520983388,19,19,0.6842105263157895,CHK inhibitor,CHEK1,0.0349,0.5209361111111112,0.9654,1.0
tamoxifen,-0.13309289515018463,-0.0752253933594777,-0.23041978478431702,0.2178967148065567,0.14472901326068327,13,13,0.6923076923076923,Estrogen receptor antagonist,ESR1,0.0698,0.7099249999999999,0.9305,1.0
brucine,-0.13267481327056885,-0.10636110816683088,-0.1922016441822052,0.11371862888336182,0.09271406791623492,7,7,0.8571428571428571,,,0.136,0.8668074074074074,0.8644,1.0
cefuroxime,-0.1325312852859497,-0.051903928319613137,-0.1384652853012085,0.11528478562831879,0.11824509191426039,3,3,0.6666666666666666,,,0.2256,0.964715923566879,0.7749,0.9928
nifedipine,-0.1325312852859497,-0.10569167350019727,-0.21108293533325195,0.15053287148475647,0.11154344593210433,7,7,0.8571428571428571,Calcium channel blocker,CACNA1C,0.1374,0.8668074074074074,0.8636,1.0
demeclocycline,-0.13217878341674805,-0.13217878341674805,-0.136549711227417,-0.1278078556060791,0.004370927810668945,2,2,1.0,,,0.202,0.964715923566879,0.798,1.0
fluphenazine,-0.13184493780136108,-0.10556747847133213,-0.2107335329055786,0.08889079093933105,0.1034673361135167,9,9,0.7777777777777778,Dopamine receptor antagonist,DRD1,0.1147,0.8255169014084507,0.8856,1.0
curcumin,-0.13096828758716583,-0.050151624251157045,-0.23752060532569885,0.25704464316368103,0.15995410243504532,16,16,0.625,Lipoxygenase inhibitor,PTGS1,0.0513,0.6132,0.9487,1.0
azacitidine,-0.1305127739906311,-0.08469930291175842,-0.25064265727996826,0.2883679270744324,0.1546020917815866,12,12,0.75,DNA methyltransferase inhibitor,DNMT1,0.0906,0.7479181818181818,0.9094,1.0
ezetimibe,-0.13035991787910461,-0.11808195284434728,-0.24110841751098633,0.10114562511444092,0.10882781601978252,7,7,0.8571428571428571,Cholesterol inhibitor,NPC1L1,0.1481,0.9117963855421687,0.8525,1.0
withaferin-a,-0.13012903928756714,-0.037810530927446157,-0.27822843194007874,0.23813828825950623,0.17484957995647213,9,9,0.5555555555555556,IKK inhibitor,NAMPT,0.1264,0.8534363636363635,0.874,1.0
cefepime,-0.13009783625602722,-0.13009783625602722,-0.1370987892150879,-0.12309688329696655,0.007000952959060669,2,2,1.0,,,0.207,0.964715923566879,0.7931,1.0
vincamine,-0.12953004240989685,-0.01939924359321594,-0.142957866191864,0.19769254326820374,0.1454411550168112,5,5,0.6,,,0.196,0.964715923566879,0.8047,1.0
indirubin,-0.12918058782815933,-0.09588085301220417,-0.25930964946746826,0.1409112513065338,0.13433704597864604,8,8,0.75,CDK inhibitor,CDK5,0.1286,0.8534363636363635,0.8714,1.0
rottlerin,-0.12895910441875458,-0.0934738963842392,-0.32962486147880554,0.28864872455596924,0.1540711536314911,14,14,0.7857142857142857,,,0.075,0.7099249999999999,0.925,1.0
