drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
daunorubicin,-0.09590841829776764,-0.05167418947586647,-0.17958492040634155,0.16894209384918213,0.0996333822166348,13,13,0.6923076923076923,RNA synthesis inhibitor,TOP2A,0.0847,0.6728166666666667,0.9157,1.0
oxantel,-0.09509101510047913,-0.09509101510047913,-0.12569886445999146,-0.0644831657409668,0.03060784935951233,2,2,1.0,,,0.2131,0.8853178861788619,0.7869,1.0
HG-5-88-01,-0.09453466534614563,-0.03850452850262324,-0.18262989819049835,0.17429369688034058,0.12644849571844627,6,6,0.6666666666666666,,,0.1608,0.825114705882353,0.8392,1.0
niguldipine,-0.09451070427894592,-0.07802218033207788,-0.1515021026134491,0.0850326418876648,0.062265868093768786,9,9,0.8888888888888888,Calcium channel blocker,ADRA1A,0.1275,0.7914416666666666,0.873,1.0
perindopril,-0.09435266256332397,-0.09435266256332397,-0.09435266256332397,-0.09435266256332397,0.0,1,1,1.0,Angiotensin converting enzyme inhibitor,ACE,0.3265,0.9257287292817681,0.6737,1.0
oligomycin-a,-0.09434224665164948,-0.05012631913026174,-0.14475905895233154,0.09818589687347412,0.09055801824757717,9,9,0.6666666666666666,ATPase inhibitor,ATP5F1A,0.1291,0.7914416666666666,0.8716,1.0
milnacipran,-0.09421952068805695,-0.08230966826279958,-0.19226819276809692,0.05852222442626953,0.0761694155878397,6,6,0.8333333333333334,Serotonin reuptake inhibitor,SLC6A2,0.1632,0.825114705882353,0.8368,1.0
doxorubicin,-0.09420502185821533,-0.08447235822677612,-0.20423591136932373,0.06344115734100342,0.07705746262096975,11,11,0.8181818181818182,Topoisomerase inhibitor,TOP2A,0.1101,0.7402776315789473,0.8904,1.0
dihydrexidine,-0.09415091574192047,-0.050832007080316544,-0.17813313007354736,0.12846100330352783,0.11058662728846794,8,8,0.625,Dopamine receptor agonist,DRD1,0.1373,0.7917629213483146,0.8627,1.0
SB-366791,-0.09403446316719055,-0.09403446316719055,-0.1448131799697876,-0.043255746364593506,0.050778716802597046,2,2,1.0,TRPV antagonist,TRPV1,0.2174,0.8882772727272727,0.7826,1.0
pitavastatin,-0.09308911859989166,-0.06551413238048553,-0.11817169189453125,0.10395970940589905,0.07644981491019402,6,6,0.8333333333333334,HMGCR inhibitor,HMGCR,0.1713,0.8446240384615386,0.8287,1.0
potassium-canrenoate,-0.09289151430130005,-0.07282912917435169,-0.17520463466644287,0.07988905906677246,0.08560711882596142,12,12,0.75,Mineralocorticoid receptor antagonist,NR3C2,0.0978,0.7012055555555556,0.9022,1.0
AT-CSC-18,-0.09258369356393814,-0.06062834709882736,-0.1681641936302185,0.09263671934604645,0.08797627371382633,8,8,0.75,,,0.1489,0.8081175257731958,0.8511,1.0
penitrem-a,-0.09250777959823608,-0.09250777959823608,-0.09250777959823608,-0.09250777959823608,0.0,1,1,1.0,Potassium channel blocker,KCNMA1,0.3375,0.9258117647058823,0.6626,1.0
sulbactam,-0.09233307838439941,-0.09233307838439941,-0.09233307838439941,-0.09233307838439941,0.0,1,1,1.0,,,0.3388,0.9258117647058823,0.6616,1.0
benzydamine,-0.09219580888748169,-0.0819362359387534,-0.16319739818572998,0.063682422041893,0.0648963663656452,7,7,0.8571428571428571,,,0.1719,0.8446240384615386,0.8286,1.0
equol,-0.09201796352863312,-0.02661857878168424,-0.11982938647270203,0.13080915808677673,0.1093838275233695,6,6,0.6666666666666666,Estrogen receptor agonist,ESR1,0.1794,0.8610983471074379,0.8206,1.0
pinacidil,-0.09200964868068695,-0.05031229307254156,-0.1722927689552307,0.12274953722953796,0.09991047329605937,12,12,0.6666666666666666,ATP channel activator,ABCC9,0.1035,0.7181253333333333,0.8965,1.0
cilastatin,-0.09031349420547485,-0.05930750710623605,-0.24461305141448975,0.16650858521461487,0.15204829389101146,7,7,0.7142857142857143,Dehydropeptidase inhibitor,DPEP1,0.1839,0.8610983471074379,0.8165,1.0
