drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
finasteride,-0.11825577914714813,-0.013539781624620611,-0.1718652844429016,0.16006866097450256,0.13414853567214338,11,11,0.5454545454545454,5 alpha reductase inhibitor,SRD5A1,0.0192,0.2581894736842105,0.9809,1.0
prednisolone,-0.11803726851940155,-0.11803726851940155,-0.11874580383300781,-0.11732873320579529,0.0007085353136062622,2,2,1.0,,,0.1342,0.7143354166666667,0.8658,1.0
curcumin,-0.11771276593208313,-0.0718473894521594,-0.21753036975860596,0.15234112739562988,0.11737211807156578,16,16,0.75,Lipoxygenase inhibitor,PTGS1,0.0069,0.1533,0.9931,1.0
oligomycin-a,-0.11643809080123901,-0.07843730350335439,-0.19672489166259766,0.12024393677711487,0.09925819328059159,9,9,0.7777777777777778,ATPase inhibitor,ATP5F1A,0.0363,0.3785571428571428,0.9639,1.0
isradipine,-0.11596137285232544,-0.06917553927217211,-0.17006415128707886,0.10218149423599243,0.1036291004068628,7,7,0.7142857142857143,Calcium channel blocker,CACNA1C,0.061,0.49802222222222226,0.9392,1.0
rottlerin,-0.11474958062171936,-0.09253308017339025,-0.24191322922706604,0.18825405836105347,0.11748353726604582,14,14,0.7857142857142857,,,0.0173,0.24982222222222225,0.9827,1.0
carbidopa,-0.11434149742126465,-0.11434149742126465,-0.16493728756904602,-0.06374570727348328,0.05059579014778137,2,2,1.0,Aromatic L-amino acid decarboxylase inhibitor,DDC,0.1473,0.7603060606060605,0.8527,1.0
ursolic-acid,-0.11359405517578125,-0.10860555512564522,-0.2522844970226288,0.05656111240386963,0.08394156285193559,7,7,0.8571428571428571,STAT inhibitor,HSD11B1,0.074,0.5598455882352941,0.9263,1.0
nutlin-3,-0.11336563527584076,-0.06300945952534676,-0.21259218454360962,0.11567825078964233,0.13817054141009033,8,8,0.625,MDM inhibitor,MDM2,0.0479,0.4370875,0.9521,1.0
EPZ-5676,-0.11223827302455902,-0.05982177952925364,-0.12315583229064941,0.05592876672744751,0.0819692625078681,3,3,0.6666666666666666,DOT1L inhibitor,DOT1L,0.1666,0.8421480392156863,0.8337,1.0
fenretinide,-0.11059609055519104,-0.08618012815713882,-0.24643586575984955,0.15494677424430847,0.10488904390794639,12,12,0.8333333333333334,Apoptosis stimulant,RARA,0.0276,0.3134133333333333,0.9724,1.0
